OBJECTID,SYSTEM,MONTHDAY_INSTALLED,YEAR_INSTALLED,LIFECYCLESTATUS,OWNER,SUBTYPE,HYDRAULICID,FACILITYID,VEGETATION,Shape__Area,Shape__Length
2645,GSWI,12_29,2009,ACT,PRIVMAND,1,,88f8170b-b8c5-4b6c-b8d7-fd95f1ef1743,,693.00390625,105.305937072184
2646,GSWI,12_29,2009,ACT,PRIVMAND,1,,1f2f7ddb-d662-4cd6-afb7-60d9545b3cfa,,1055.2421875,184.871233199455
2647,GSWI,11_29,2012,ACT,PRIVMAND,1,,b2703d70-8bab-42ba-b0c7-97066c77d4c4,,444.6640625,99.6524317913922
2648,GSWI,2_20,2009,ACT,PRIVMAND,1,,6d512793-cb51-4265-9843-e66d33635966,,79.99609375,51.103464832425
2649,GSWI,1_5,2009,ACT,PRIVMAND,1,,9164735f-f594-4b52-bdd5-b6de1d0e15c6,,44.91796875,29.4915626289492
2650,GSWI,1_5,2009,ACT,PRIVMAND,1,,5ac09886-d3d4-49d7-bb86-cae5068e1f06,,88.38671875,38.2141556106842
2651,GSWI,1_5,2009,ACT,PRIVMAND,1,,c2b27f11-8a6e-4d15-8f4e-0428e0afde1e,,57.0703125,35.633497432693
2652,GSWI,1_5,2009,ACT,PRIVMAND,1,,11659f0d-d8d1-4ae2-8dc0-a84a8e0b8531,,246.89453125,76.4599873980745
2653,GSWI,1_5,2009,ACT,PRIVMAND,1,,1b58fa4d-d86e-482c-8308-fc7fe8d715b1,,70.01171875,38.2237500755776
2654,GSWI,1_5,2009,ACT,PRIVMAND,1,,2e08c771-af42-4920-a735-bf86da5ced9e,,46.59765625,29.762717384301
2655,GSWI,5_3,2012,ACT,PRIVMAND,1,,c75f6998-9da9-426f-842b-6a2935e73878,,106.41015625,42.4772169264285
2656,GSWI,,,PRP,PRIVMAND,1,,8fa01f9f-2562-4acd-9120-721be070f3fa,,33.55078125,29.4478656568534
2657,GSWI,8_6,2013,ACT,PRIVMAND,1,,3295e040-ff78-42a4-aa31-856289c16c1b,,831.84375,115.922856006263
2658,GSWI,8_4,2014,ACT,PRIVMAND,1,,b4673016-b5b5-4bc2-b95a-0ea302ad4c1b,,181.14453125,68.5041943825937
2659,GSWI,5_24,2010,ACT,PRIVMAND,1,,211d4291-62a4-4074-80df-1547e38d1400,,485.1953125,92.0450208175928
2660,GSWI,,,PRP,PRIVMAND,1,,9e0d94ab-b666-4652-9069-d02e411bddfb,,33.6796875,169.688716528529
2661,GSWI,4_8,2019,ACT,PRIVMAND,1,,385debe8-8e9b-44dc-a33a-64a47986469b,,1464.859375,160.202618028748
2662,GSWI,9_28,2009,ACT,PRIVMAND,1,,58b400ef-3b4b-4388-8cbd-b600192a4bb4,,201.70703125,139.020620475646
2663,GSWI,9_28,2009,ACT,PRIVMAND,1,,32ce3bb6-3000-4d38-ac28-24d344f9065f,,780.03125,531.063688348221
2664,GSWI,2_28,2014,ACT,PRIVMAND,1,,dbb5dbb0-c286-46c9-b8f3-c566c07c90fb,,1061.6171875,201.983368520966
2665,GSWI,8_17,2016,ACT,PRIVMAND,1,,61da723b-cdb4-4cfe-860d-319bc468197a,,2904.3828125,239.540899230893
2666,GSWI,,,PRP,PRIVMAND,1,,5cc95ab9-e2e5-4db6-a3ff-1a52865ab109,,118.54296875,45.2018898419884
2667,GSWI,,,PRP,PRIVMAND,1,,eaf4e511-4881-4f05-8f21-ffb781bbfd47,,118.5546875,45.2024201834716
2668,GSWI,4_22,2013,ACT,PRIVMAND,1,,4d6487b3-8fc7-4a53-a7aa-cf113619330e,,411.1875,144.864812205771
2669,GSWI,4_22,2013,ACT,PRIVMAND,1,,7cb8fdaf-9989-46e3-a234-32bb688afeb1,,102.5,47.6905549751533
2670,GSWI,4_22,2013,ACT,PRIVMAND,1,,96d68bda-704c-40b3-9729-160fc4ef1c4a,,566.44140625,95.7398079383558
2671,GSWI,9_25,2013,ACT,PRIVMAND,1,,b91f443e-a8a5-4dcc-a4d7-d40e15355d13,,208.37109375,127.998717020027
2672,GSWI,5_29,2014,ACT,PRIVMAND,1,,f2846de2-3695-46fe-9fae-dbf8befb33b0,,112.6171875,96.3326350377374
2673,GSWI,5_29,2014,ACT,PRIVMAND,1,,d6d42a16-0859-4d4d-a4a2-04ee426b956e,,10.35546875,14.1091453541904
2674,GSWI,5_29,2014,ACT,PRIVMAND,1,,8dbd4495-742d-4029-85d0-5db704ab94a9,,10.35546875,14.109060452458
2675,GSWI,5_28,2014,ACT,PRIVMAND,1,,95dd8f83-8f1d-4164-b96a-fe6745c08087,,877.7578125,144.004680697547
2676,GSWI,,,PRP,PRIVMAND,1,,a272cb8c-edda-4df2-921e-c6fbbfbcf992,,454.37890625,140.152785414006
2677,GSWI,11_12,2014,ACT,PRIVMAND,1,,631e355f-286c-49e9-9bb4-efc2e419b71e,,622.95703125,102.866221170672
2678,GSWI,1_26,2017,ACT,PRIVMAND,1,,d618bbc5-05d5-49b3-9647-b72986eecca2,,2032.921875,354.54589226871
2679,GSWI,10_30,2014,ACT,PRIVMAND,1,,19b8df42-a440-43c0-839e-f70d21633cfc,,430.37109375,122.85172422622
2680,GSWI,7_30,2019,ACT,PRIVMAND,1,,f609e93e-7c3b-484c-be72-9d634958adf2,,562.60546875,98.1278529805597
2681,GSWI,6_27,2014,ACT,PRIVMAND,1,,8d831e48-1143-4eae-973f-74d13150f399,,1107.859375,135.547165816721
2682,GSWI,,,PRP,PRIVMAND,1,,ed502e20-0e49-456c-bf8b-d096ab9d6b23,,3000.515625,223.620577843333
2683,GSWI,10_31,2017,ACT,PRIVMAND,1,,a4cf5a98-ca8b-44b3-a5e1-551cef1fd226,,138.91015625,54.4583978725264
2684,GSWI,10_31,2017,ACT,PRIVMAND,1,,5a868a16-509c-4964-ab54-c0e371be354a,,303.12109375,74.7159197656155
2685,GSWI,10_31,2017,ACT,PRIVMAND,1,,a5ef48ec-dfe3-4257-8e03-b91bc20a1982,,468.7265625,216.607702925235
2686,GSWI,11_19,2014,ACT,PRIVMAND,1,,e8f776ce-afbf-4838-9c19-649c5bccb918,,185.25,66.0830585169751
2687,GSWI,11_19,2014,ACT,PRIVMAND,1,,b85cee2e-59cb-4008-a384-2a86fcda95ba,,275.625,75.3916040204677
2688,GSWI,4_3,2018,ACT,PRIVMAND,1,,1878b954-a914-4187-b51e-9efe9ce47938,,212.8671875,58.3827676188961
2689,GSWI,,,PRP,PRIVMAND,1,,c0ee1d83-0483-4645-8beb-759ce8dd80ec,,229.58984375,79.1071417541021
2690,GSWI,1_21,2015,ACT,PRIVMAND,1,,838e5562-d931-404d-a682-3b81b375053d,,266.0390625,81.1614243938115
2691,GSWI,1_24,2019,ACT,PRIVMAND,1,,aa84a42f-610f-472c-b223-f5f724903184,,500.5078125,144.882667548226
2692,GSWI,3_20,2018,ACT,PRIVMAND,1,,f75092d9-0e46-448a-9e60-8f8fe0505dc0,,47.953125,27.9860600922077
2693,GSWI,10_1,2014,ACT,PRIVMAND,1,,953e66ac-3bce-4c25-8c6d-af17956df214,,549.96875,129.099156514088
2694,GSWI,,,PRP,PRIVMAND,1,,9415336f-a012-46d3-807d-1994ec9142ea,,144.68359375,66.6377272522703
2695,GSWI,6_27,2014,ACT,PRIVMAND,1,,5a08e600-259c-4b65-8611-d6f19f4a5a53,,278.1875,88.6910738153572
2696,GSWI,6_27,2014,ACT,PRIVMAND,1,,3a408d9c-5c93-4720-9a7c-e287e7ea87cf,,209.89453125,90.1974030771531
2697,GSWI,1_6,2017,ACT,PRIVMAND,1,,13461222-cefb-429e-ba88-8026df5c9af1,,687.29296875,112.194023514326
2698,GSWI,3_3,2017,ACT,PRIVMAND,1,,2dae9419-8ebe-4400-8b51-043b00f0e059,,233.109375,146.24275014519
2699,GSWI,7_3,2014,ACT,PRIVMAND,1,,1537b2fd-17f7-4f8c-bfe5-b06429d65150,,596.2265625,251.853533260636
2700,GSWI,7_3,2014,ACT,PRIVMAND,1,,01ac4bca-4110-4e50-a42f-92340a78d569,,267.89453125,116.24715760032
2701,GSWI,7_3,2014,ACT,PRIVMAND,1,,c67b674c-4704-4e36-b3ce-7e3fb3efd76c,,779.37890625,330.2186919714
2702,GSWI,,,PRP,PRIVMAND,1,,7fa7c945-9615-4ee0-8caf-53dbdf96ee9d,,226.765625,61.795910049854
2703,GSWI,,,PRP,PRIVMAND,1,,ac3a90e7-1c07-49f2-8a4c-ad0ce349aa1d,,248.04296875,65.2817482262063
2704,GSWI,,,PRP,PRIVMAND,1,,22118788-b9c1-409e-bc5d-e9d43f960b84,,375.71484375,86.3962647217979
2705,GSWI,10_5,2016,ACT,PRIVMAND,1,,b28c7a7f-b8c3-431e-bcab-53d4e50496a5,,440.3359375,93.5458918897725
2706,GSWI,10_5,2016,ACT,PRIVMAND,1,,0143cb42-b7a1-43d1-9eea-467e48b16586,,138.26171875,47.0409100408529
2707,GSWI,7_17,2014,ACT,PRIVMAND,1,,9e8183bf-328b-4247-913b-7a97116d822c,,34.92578125,25.6768128035703
2708,GSWI,7_17,2014,ACT,PRIVMAND,1,,203b5c15-b3cb-4442-ad87-d7c2c871c4f9,,34.921875,25.6765616733947
2709,GSWI,7_17,2014,ACT,PRIVMAND,1,,0697ef6c-2751-4de3-9226-5cb5b8adb8e0,,34.92578125,25.6766487194046
2710,GSWI,7_17,2014,ACT,PRIVMAND,1,,b6fd3b08-191c-4574-af49-caf257727f71,,34.92578125,25.6766957490365
2711,GSWI,7_17,2014,ACT,PRIVMAND,1,,e8ac1dca-a318-4ff2-9860-fa62e9598cc7,,34.92578125,25.6767233253288
2712,GSWI,7_17,2014,ACT,PRIVMAND,1,,5fc60b04-60c3-476a-adf1-b36e3dd98e4c,,34.92578125,25.6768243722513
2713,GSWI,7_17,2014,ACT,PRIVMAND,1,,295171c3-a6da-4a60-bc2c-009340549410,,34.91796875,25.6768554126946
2714,GSWI,7_17,2014,ACT,PRIVMAND,1,,16a620c4-e334-4200-94c4-720764c74f31,,34.92578125,25.6768347049018
2715,GSWI,7_17,2014,ACT,PRIVMAND,1,,57db73bb-df22-44d0-8bbf-2013d421c600,,34.91796875,25.6767974512426
2716,GSWI,7_17,2014,ACT,PRIVMAND,1,,7f30fbc8-ece5-4574-a691-be9a3cbc3b11,,34.921875,25.6766511596959
2717,GSWI,7_17,2014,ACT,PRIVMAND,1,,b95e0353-28b7-4b9b-a904-da329fba078f,,34.92578125,25.6770350569941
2718,GSWI,7_17,2014,ACT,PRIVMAND,1,,ae82fcaf-9521-46a1-950a-215017230951,,34.9296875,25.6768805291472
2719,GSWI,10_17,2018,ACT,PRIVMAND,1,,ddcf625f-a8e5-4cab-95fe-73f07128f1d8,,881.62109375,148.656523857661
2720,GSWI,5_21,2014,ACT,PRIVMAND,1,,8d9ba81b-c641-470b-b6e4-7d5a6931dfba,,937.94140625,125.712439406081
2721,GSWI,9_16,2014,ACT,PRIVMAND,1,,b0009189-946f-4f36-b461-f975ca2cd0a9,,3839.73828125,319.150693771023
2722,GSWI,,,PRP,PRIVMAND,1,,b091f0b1-f284-4d8b-a627-d71bc6a3666c,,1740.58984375,203.028010451657
2723,GSWI,9_2,2008,ACT,PRIVMAND,1,,bd644374-1104-4237-b4db-c08b4aa13e91,,56.75,32.1627990698233
2724,GSWI,12_5,2011,ACT,PRIVMAND,1,,f9c8b686-3a56-46e2-9134-f39a8ecb33ef,,162.1875,57.1416577447606
2725,GSWI,12_5,2011,ACT,PRIVMAND,1,,31d543ab-c61e-4771-8730-af7a11d6d537,,114.6796875,43.1148731996123
2726,GSWI,1_21,2011,ACT,PRIVMAND,1,,1574552d-a8d5-4aa7-bfac-3460ace47f5f,,377.37890625,202.731212855785
2727,GSWI,1_21,2011,ACT,PRIVMAND,1,,d628f8c1-9f10-4993-9fb9-4f5978e2270b,,13.87890625,16.674509338828
2728,GSWI,12_6,2006,ACT,PRIVMAND,1,,f065e28d-a8e0-45e3-8467-6ee6d2aae36e,,138.640625,59.2189666681633
2729,GSWI,11_9,2006,ACT,PRIVMAND,1,,79b199bb-1e33-49c8-a875-8eb36276a71e,,442.49609375,101.027739005851
2730,GSWI,2_15,2007,ACT,PRIVMAND,1,,3e0bc742-4df1-43a5-8a3f-0c3bc15691ed,,74.8046875,80.4314582756174
2731,GSWI,2_15,2007,ACT,PRIVMAND,1,,96439b02-9b8e-4807-944c-cc83de97493a,,94.4140625,95.4791921015222
2732,GSWI,2_15,2007,ACT,PRIVMAND,1,,7522fdfd-bb41-4343-a9a2-627d18d63fd9,,216.3359375,154.693306742034
2733,GSWI,2_15,2007,ACT,PRIVMAND,1,,9e699071-1e0c-421b-947c-560e1adb41f0,,188.15625,273.807740643311
2734,GSWI,9_15,2008,ACT,PRIVMAND,1,,0d0e4125-25fb-4a5b-bd68-3f9f9e2f5209,,69.9140625,47.6717687497603
2735,GSWI,4_16,2008,ACT,PRIVMAND,1,,c205f206-7ec3-45bc-bbd3-0cc6ac20fb27,,12.03125,22.562196784374
2736,GSWI,4_16,2008,ACT,PRIVMAND,1,,c12032e9-3d80-44df-9cc1-30496fc65369,,12.03125,22.5625267496052
2737,GSWI,4_16,2008,ACT,PRIVMAND,1,,e5453d4d-3ed0-427b-9ad7-ec3391d6d2e2,,12.0234375,22.5619189619984
2738,GSWI,4_16,2008,ACT,PRIVMAND,1,,76f94391-9138-4c9e-9e32-6a8471826428,,12.02734375,22.5625827675363
2739,GSWI,4_16,2008,ACT,PRIVMAND,1,,e74d55cd-1130-45cd-86f4-ab2274625a16,,12.0234375,22.5625012015575
2740,GSWI,4_16,2008,ACT,PRIVMAND,1,,7c792ccc-c15a-494b-a1e4-f8c09864d1eb,,12.03125,22.5628423298036
2741,GSWI,4_16,2008,ACT,PRIVMAND,1,,28d98f03-f641-4e05-8cdc-5054e0b4b9f7,,12.01953125,22.5625840859776
2742,GSWI,4_16,2008,ACT,PRIVMAND,1,,01db7775-33bd-4b05-832e-329ff9f61dc9,,12.02734375,22.5625064372049
2743,GSWI,4_16,2008,ACT,PRIVMAND,1,,091cc3d2-c615-4fee-bb2e-02f2e57c4e89,,12.02734375,22.5627919171094
2744,GSWI,4_16,2008,ACT,PRIVMAND,1,,363a86ec-6e35-4477-a300-658edc75600b,,12.01953125,22.5620527203128
2745,GSWI,10_9,2007,ACT,PRIVMAND,1,,36744085-1fe2-4395-8a70-e0602a380126,,15.1640625,15.5986136971857
2746,GSWI,,,PRP,PRIVMAND,1,,f99a43ca-bc74-4620-a2c5-9036334b4fb2,,66.10546875,32.7649555360648
2747,GSWI,11_15,2016,ACT,PRIVVOLSMIP,1,,b78fff6a-b265-4eac-9905-d19f10bddb3f,,359.00390625,81.4583257819694
2748,GSWI,2_24,2014,ACT,PRIVMAND,1,,8804dab7-ae67-432c-aa7a-96f0690d52c8,,939.64453125,374.112713299087
2749,GSWI,11_9,2017,ACT,PRIVMAND,1,,2f64e4f3-2d8c-483b-9dcc-fe56d03d8f5a,,432.62890625,101.997460747931
2750,GSWI,5_31,2016,ACT,PRIVVOL,1,,250983f5-c479-44c5-943b-7fe1d5fe8286,,158.30859375,58.1514592838247
2751,GSWI,10_15,2013,ACT,PRIVMAND,1,,5a8ecbec-9cc4-458d-abb9-da4f1698faa9,,60.0390625,39.9369321955299
2752,GSWI,1_6,2016,ACT,PRIVMAND,1,,50e4c8be-307d-465e-abf7-435d56543099,,407.25,80.7908859357266
2753,GSWI,1_6,2016,ACT,PRIVMAND,1,,1b1d695b-c9d7-4e91-86c4-4aae8a07513a,,406.73046875,80.8895897662284
2754,GSWI,1_6,2016,ACT,PRIVMAND,1,,72ae3d60-e73e-471b-bf42-cc31b4ab049a,,265.16796875,65.222842459469
2755,GSWI,11_23,2013,ACT,PRIVMAND,1,,02605043-d2dd-4a1f-b954-c09ca04990c6,,68.51171875,34.6848174725845
2756,GSWI,11_23,2013,ACT,PRIVMAND,1,,93b79ac7-f3d1-4712-9a29-a779e6dc92df,,159.82421875,53.3826695011838
2757,GSWI,1_6,2016,ACT,PRIVMAND,1,,30a36c03-c0ad-4ab9-9405-1d9860e8031e,,415.796875,81.6158165637125
2758,GSWI,4_25,2016,ACT,PRIVMAND,1,,4de1785e-d732-4c7a-a066-5cb37d06809d,,2150.2734375,194.380394354231
2759,GSWI,4_26,2016,ACT,PRIVMAND,1,,eebb5a16-de5c-46dc-8768-056e252e7901,,859.66796875,152.73845514165
2760,GSWI,12_14,2017,ACT,PWD,1,,fdb0ca0b-0cd8-4366-b434-192af4d994c3,,228.59765625,105.228259735578
2761,GSWI,6_25,2015,ACT,PRIVMAND,1,,2c370b50-99ac-498a-a6ab-3c5479c55f28,,384,80.6347524346116
2762,GSWI,6_25,2015,ACT,PRIVMAND,1,,d0391ff8-291a-48db-bf59-41548d609a4b,,233.453125,80.7584357810713
2763,GSWI,11_1,2007,ACT,PRIVPWDMAINT,1,,03708ecf-ce9e-48d6-adcd-f9e804346d6f,,55.4375,309.949039185116
2764,GSWI,,,PRP,PRIVMAND,1,,d4d241d1-3534-4ffb-9e49-9b172c359e0f,,391.87109375,112.540892294993
2765,GSWI,6_13,2018,ACT,PWD,1,,d47f7784-85d1-4762-94dc-9ed8cc3401ab,,126.66015625,132.493209878518
2766,GSWI,5_3,2019,ACT,PRIVMAND,1,,bd7d6f3d-12f9-456d-b09c-05f55cbf7341,,355.22265625,76.4730935157135
2767,GSWI,1_11,2019,ACT,PRIVMAND,1,,4505a3b2-603a-4dbf-9558-cec46cec54d6,,344.4296875,243.154682520651
2768,GSWI,4_26,2016,ACT,PRIVMAND,1,,dc87dd0b-04f1-4d11-b526-ec1260c03a93,,685.7109375,111.100552478743
2769,GSWI,5_9,2012,ACT,PRIVMAND,1,,877c15ce-cdb3-4daf-8459-9bdc7d8c5b20,,573.6171875,114.331311220169
2770,GSWI,5_9,2012,ACT,PRIVMAND,1,,bfeb57c4-b084-4e39-a1b0-ba53e21f5b2a,,1018.26171875,191.110779642458
2771,GSWI,2_20,2014,ACT,PRIVMAND,1,,d42f471e-cf08-4380-8efb-d6c23c99b543,,550.57421875,126.398732561542
2772,GSWI,2_20,2014,ACT,PRIVMAND,1,,4ab93bbd-de58-43f4-acc1-1f4adeb59759,,594.3125,136.744332556109
2773,GSWI,4_11,2017,ACT,PRIVMAND,1,,13f7d5da-c551-4df2-acc2-42745107512d,,532.46875,133.599972120353
2774,GSWI,,,PRP,PRIVMAND,1,,6ee309d0-47c4-4de3-9bf1-73fec263cc85,,323.38671875,464.828568205868
2775,GSWI,6_25,2015,ACT,PRIVMAND,1,,da0c2e3b-0fbe-4c48-9b1f-88b85fb23ee5,,788.6875,112.411617824811
2776,GSWI,,,PRP,PRIVMAND,1,,f2f74ed1-7b23-4a0a-aae8-560dc37d57db,,27.0625,21.8691550322448
2777,GSWI,7_6,2018,ACT,PRIVMAND,1,,ad0f7010-85df-4d8c-9f0b-566b275f70ce,,419.71484375,86.3819409890237
2778,GSWI,7_6,2018,ACT,PRIVMAND,1,,72564ccb-60fc-4cda-85fc-68e1b4e51df6,,258.23828125,66.1241921883634
2779,GSWI,3_31,2016,ACT,PRIVMAND,1,,cfa0f0f0-7848-411d-adeb-6a00b2280df4,,760.24609375,214.561030191867
2780,GSWI,7_30,2019,ACT,PRIVMAND,1,,a4f2dd0a-06de-49d2-b7e8-afe43838c3e6,,134.40625,53.5568329703441
2781,GSWI,5_25,2016,ACT,PRIVMAND,1,,f8b8a2f1-a2f4-42b2-9f6b-d9f9b317d808,,1218.65625,281.524139524353
2782,GSWI,,,PRP,PRIVMAND,1,,60b6e5a7-4e5c-4f14-bb0c-81729640186c,,1756.671875,253.266220976342
2783,GSWI,,,PRP,PRIVMAND,1,,138dd83b-3281-4664-8c5e-24b996687e79,,511.3359375,101.239260654087
2784,GSWI,,,PRP,PRIVMAND,1,,ee6d410f-af7e-46be-aa31-8535595799c9,,613,140.362698886908
2785,GSWI,3_4,2016,ACT,PRIVMAND,1,,31180971-a8b8-47fe-9b82-205144d2ef80,,523.6875,113.877476239995
2786,GSWI,7_11,2016,ACT,PRIVVOL,1,,4109bdeb-f1a4-4216-8eaa-89eae10d0bc3,,3176.38671875,245.564543230967
2787,GSWI,11_17,2015,ACT,PRIVMAND,1,,0071a6bc-c7da-450d-ad66-74449046d45a,,51.703125,29.7182699325867
2788,GSWI,12_5,2016,ACT,PRIVVOL,1,,04184ac9-eb57-43b2-b729-42702df3a8ef,,895.30859375,362.472951532671
2789,GSWI,12_5,2016,ACT,PRIVVOL,1,,860f6fea-2730-4b65-949b-f852742ac3e0,,747.828125,202.015544700507
2790,GSWI,12_5,2016,ACT,PRIVVOL,1,,a597ab0c-7cda-451f-a42e-ac23d6f4a2eb,,1656.91015625,433.275838370207
2791,GSWI,12_5,2016,ACT,PRIVVOL,1,,a633139e-a193-4b03-b278-be5a2f019a1f,,1201.515625,768.965984811619
2792,GSWI,2_1,2016,ACT,PRIVMAND,1,,cad5c0b3-9db5-4f8c-b73d-6d0279926913,,229.5703125,81.2955459640595
2793,GSWI,2_1,2016,ACT,PRIVMAND,1,,c876c41e-82bb-4ee2-8711-366456ae00a5,,207.95703125,74.9204875587514
2794,GSWI,1_14,2019,ACT,PRIVMAND,1,,ea32d677-a8a8-48ad-8781-81b3d8f27c04,,510.80859375,93.1696604292064
2795,GSWI,,,PRP,PRIVMAND,1,,1f790bb8-38ef-407e-8941-95e4faad0218,,617.41796875,140.172698267077
2796,GSWI,,,PRP,PRIVMAND,1,,5b0d26a2-a91b-4580-8e10-814b9ca8ee8e,,42.90625,26.9924018178824
2797,GSWI,,,PRP,PRIVMAND,1,,3fda5308-f543-4559-b97e-e1c8b6ed39f8,,633.80078125,105.795263010511
2798,GSWI,6_29,2017,ACT,PRIVMAND,1,,56b72644-48af-4ab6-9664-94c147e83f1d,,381.07421875,79.6999428099309
2799,GSWI,11_17,2017,ACT,PRIVMAND,1,,6c245743-d270-4252-830e-dc59e2d8df54,,1432.0625,254.420688102724
2800,GSWI,8_29,2016,ACT,PRIVVOL,1,,8e11823b-f139-4842-9afc-58cb842c3681,,262.23828125,67.7908853812342
2801,GSWI,8_29,2016,ACT,PRIVVOL,1,,489a1772-207c-4774-9ddf-30ff95feb4fc,,510.5546875,95.9202528203931
2802,GSWI,2_2,2017,ACT,PRIVVOLSMIP,1,,9aaed84f-3a8c-4e65-84d9-c6a6a32ce155,,343.0234375,103.721086136609
2803,GSWI,1_20,2021,ACT,PRIVMAND,1,,7646d428-78bd-44aa-977d-6c7c26e8736b,,405.71484375,120.974075496138
2804,GSWI,7_5,2018,ACT,PRIVMAND,1,,4bc000a2-09fc-41a2-8f19-de2a38600ac3,,900,120.913270055406
2805,GSWI,3_27,2017,ACT,PRIVMAND,1,,84959886-3f3a-405c-9738-f934fdee1bce,,426.21484375,108.449061279276
2806,GSWI,,,PRP,PRIVMAND,1,,f5d2ddce-41a9-47c3-8991-1b683052fd96,,305.79296875,79.0504176822441
2807,GSWI,12_16,2016,ACT,PWD,1,,73fbd93c-54e1-4669-a01b-1c34c982c536,,85.515625,41.3427529245509
2808,GSWI,,,PRP,PRIVMAND,1,,8cfc6502-4346-41d8-905a-5ab16e0fb46a,,285.8046875,71.0187613097943
2809,GSWI,10_18,2016,ACT,PRIVMAND,1,,1e593915-0703-4868-ad7d-573f73a0e701,,496.7265625,92.2098266661173
2810,GSWI,8_2,2017,ACT,PRIVMAND,1,,79a4c26f-8e47-4407-85b1-64a1153396e7,,213.8125,60.1183085025639
2811,GSWI,6_1,2015,ACT,PRIVMAND,1,,d8e3b4b1-80c8-4aa7-99a8-5dd658bda2b3,,244.375,77.9037239277149
2812,GSWI,6_1,2015,ACT,PRIVMAND,1,,6b8726b5-24f4-4e37-b16c-4c8bb15a4109,,241.30078125,76.5609775072831
2813,GSWI,5_25,2016,ACT,PRIVMAND,1,,51f10696-097a-4963-b24d-12228296ecb4,,427.75390625,101.20834455528
2814,GSWI,5_25,2016,ACT,PRIVMAND,1,,1ae8f8c0-508e-4b1c-a3f7-7832c7612dc9,,10.7734375,16.6978065310957
2815,GSWI,11_29,2016,ACT,PRIVVOL,1,,12e86745-6715-464e-9cd1-4931c0d97be0,,1731.3203125,204.719342614094
2816,GSWI,11_29,2016,ACT,PRIVVOL,1,,4a1fba71-cd30-47d5-a249-e3e33fdff9e4,,1019.69140625,417.0732161251
2817,GSWI,1_9,2017,ACT,PRIVVOL,1,,869f5779-b420-49c3-9efb-7a3ea0f61ce4,,611.5546875,478.858845344868
2818,GSWI,2_27,2013,ACT,PRIVMAND,1,,10edcd1e-a9e7-4ac2-a29d-b3d3bb6f2e8f,,59.00390625,33.5443796089819
2819,GSWI,12_16,2019,ACT,PRIVMAND,1,,103a8252-5960-437a-833e-85e5f4e7371c,,166.23046875,56.5442390356729
2820,GSWI,2_8,2016,ACT,PRIVMAND,1,,c289e20c-8e3c-43f4-8c21-458c876981fe,,2175.44140625,550.025723099638
2821,GSWI,1_30,2019,ACT,PRIVMAND,1,,bbf56bf3-0bab-4db3-81c3-2f01256374b7,,521.88671875,103.399470383968
2822,GSWI,1_30,2019,ACT,PRIVMAND,1,,e65f489d-7c17-4488-b207-56f089b446e9,,925.25390625,148.261944460429
2823,GSWI,3_19,2020,ACT,PRIVMAND,1,,90ff7cd7-872d-4517-ae3f-9758ae19a461,,590.5,126.820496345648
2824,GSWI,3_19,2020,ACT,PRIVMAND,1,,7cecd327-a567-4a27-90be-2b1a5dace165,,1149.78125,194.063084713531
2825,GSWI,9_20,2017,ACT,PRIVMAND,1,,b32249c5-ee9c-4146-b5e7-93d5c775888c,,1109.58984375,339.467695600832
2826,GSWI,,,PRP,PRIVMAND,1,,be1c1f76-f2be-4162-b1c0-18a23b2696f7,,23.734375,21.3298402887709
2827,GSWI,3_27,2017,ACT,PRIVMAND,1,,46880896-4e6a-4ee2-8404-a59a7a846876,,157.2109375,212.213909473941
2828,GSWI,12_8,2020,ACT,PRIVMAND,1,,7290b219-a614-4a5b-8a3b-bd52e2b76fa8,,1065.25,167.342231617734
2829,GSWI,6_7,2017,ACT,PRIVMAND,1,,93c31fc5-5455-40f1-8682-8a864de3ce22,,453.04296875,90.0145025440113
2830,GSWI,,,PRP,PRIVMAND,1,,9bcf0b44-342a-47bd-b9b6-f22a9e0a7f24,,164.9765625,54.2327627567244
2831,GSWI,,,PRP,PRIVMAND,1,,b2a7115e-ee0c-40e0-92ab-846655e82777,,246.69921875,73.5589552054591
2832,GSWI,3_5,2014,ACT,PRIVMAND,1,,e3a19ba0-a326-4cc9-8e06-69876c783094,,2393.2890625,377.497021667158
2833,GSWI,2_27,2014,ACT,PRIVMAND,1,,2e33d2ef-26a3-4ec0-9cfd-ab1519c84bcf,,81.80859375,109.655311284816
2834,GSWI,,,PRP,PRIVMAND,1,,94b215ab-23dc-4f96-8dc9-03c8257f211c,,163.28515625,54.1298366927318
2835,GSWI,,,PRP,PRIVMAND,1,,1ccb8210-cfd5-4255-b425-91ed9a931873,,164.0546875,54.1291492510768
2836,GSWI,,,PRP,PRIVMAND,1,,90ded6ac-a1a8-4e19-a9f1-afaf90240b10,,89.61328125,37.8853352175302
2837,GSWI,,,PRP,PRIVMAND,1,,42fed165-4d98-4a78-bd80-7a6c61800f4c,,162.69921875,53.9526016114613
2838,GSWI,,,PRP,PRIVMAND,1,,8c296262-79f9-4b63-bf4c-be2c2180963c,,149.28515625,54.6346469106085
2839,GSWI,,,PRP,PRIVMAND,1,,79f83d2a-3222-4bc2-92da-54aaf234b4d0,,163.90234375,54.2148122601616
2840,GSWI,,,PRP,PRIVMAND,1,,72da10cf-fecf-4274-8b16-81cd0b6d09f2,,178.68359375,108.07777994335
2841,GSWI,,,PRP,PRIVMAND,1,,2be831d5-eb23-4381-8881-1c6bcd3e7377,,133.25390625,51.8143123789308
